name,email,firstName,lastName,middleName,targetValue,status,registeredTime,deregisteredTime,lastContactTime,lastInternalIpAddress,lastExternalIpAddress,deviceType,deviceGroupName,windowsPlatform,osVersion,sensorVersion,avEngine
"SENTINEL\VALENCIA50",SENTINEL\hillsofvalencias,"","","",MEDIUM,REGISTERED,2017-08-22-141430,"",2017-08-22-145609,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DCCOM1",SENTINEL\herington,"","","",MEDIUM,REGISTERED,2017-01-12-174213,"",2017-08-22-145605,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MALOY",SENTINEL\maloy,"","","",MEDIUM,REGISTERED,2017-05-12-185257,"",2017-08-22-145604,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BRESLIN",SENTINEL\breslin,"","","",MEDIUM,REGISTERED,2016-12-30-171844,"",2017-08-22-145604,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WINDWARD1",SENTINEL\windward place m,"","","",MEDIUM,REGISTERED,2017-01-12-175646,"",2017-08-22-145604,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\KENNY",SENTINEL\kenny,"","","",MEDIUM,REGISTERED,2017-01-12-174832,"",2017-08-22-145602,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FIRSTANDMAIN1",SENTINEL\firstandmain,"","","",MEDIUM,REGISTERED,2017-01-12-174227,"",2017-08-22-145558,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DEERWOOD14",SENTINEL\colonydeerwoodl2,"","","",MEDIUM,REGISTERED,2017-08-22-141441,"",2017-08-22-145558,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\AVENEL50",SENTINEL\avenels,"","","",MEDIUM,REGISTERED,2017-08-22-141157,"",2017-08-22-145554,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\OAKS50",SENTINEL\oakss,"","","",MEDIUM,REGISTERED,2017-08-22-141259,"",2017-08-22-145551,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GALARZA-PC",SENTINEL\galarza,"","","",MEDIUM,REGISTERED,2017-01-12-174110,"",2017-08-22-145551,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CITYPLACE13",SENTINEL\Cityplacel,"","","",MEDIUM,REGISTERED,2017-08-22-141316,"",2017-08-22-145549,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GOTHAMPROP_MGR1",SENTINEL\gotham,"","","",MEDIUM,REGISTERED,2017-01-12-175026,"",2017-08-22-145546,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LANTERNWOODS15",SENTINEL\lanternwoodsl3,"","","",MEDIUM,REGISTERED,2017-08-22-141814,"",2017-08-22-145542,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\COURTNEY14",SENTINEL\courtneystationl2,"","","",MEDIUM,REGISTERED,2017-01-12-173824,"",2017-08-22-145541,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DHIMA",SENTINEL\dhima,"","","",MEDIUM,REGISTERED,2017-02-14-203401,"",2017-08-22-145538,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SORMILLON2",SENTINEL\sormillon,"","","",MEDIUM,REGISTERED,2017-01-12-175522,"",2017-08-22-145533,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CENTREPOINTE14",SENTINEL\centrepointel,"","","",MEDIUM,REGISTERED,2017-08-22-141239,"",2017-08-22-145532,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\EASTCHASE50",SENTINEL\eastchases,"","","",MEDIUM,REGISTERED,2017-08-22-141358,"",2017-08-22-145527,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CHARDE",SENTINEL\charde,"","","",MEDIUM,REGISTERED,2017-02-03-150205,"",2017-08-22-145525,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LINKPLUMCREEK13",SENTINEL\Plum Creek l,"","","",MEDIUM,REGISTERED,2017-01-12-175744,"",2017-08-22-145521,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\HAMPGREEN50",SENTINEL\doe,"","","",MEDIUM,REGISTERED,2017-08-22-141308,"",2017-08-22-145519,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GOTHAMPROP_2",SENTINEL\gotham,"","","",MEDIUM,REGISTERED,2017-05-16-183742,"",2017-08-22-145518,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BREMERTOWER1",SENTINEL\lund,"","","",MEDIUM,REGISTERED,2017-08-22-141436,"",2017-08-22-145518,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SILVERMAN",SENTINEL\silverman,"","","",MEDIUM,REGISTERED,2017-01-12-163545,"",2017-08-22-145518,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ANEY",SENTINEL\aney,"","","",MEDIUM,REGISTERED,2017-01-12-172517,"",2017-08-22-145517,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\Maleszewski",MALESZEWSKI\Administrator,"","","",MEDIUM,REGISTERED,2017-07-20-123134,"",2017-08-22-145517,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\HERNANDEZ",SENTINEL\hernandez,"","","",MEDIUM,REGISTERED,2017-01-12-174819,"",2017-08-22-145515,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ARBORHILLS50",SENTINEL\arborhillss,"","","",MEDIUM,REGISTERED,2017-08-22-141407,"",2017-08-22-145512,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\tws1",SENTINEL\olds,"","","",MEDIUM,REGISTERED,2017-01-18-210537,"",2017-08-22-145510,"",173.251.20.37,WINDOWS,"default","",Server 2008 R2 x64 SP: 1,1.0.6.161,""
"SENTINEL\CHESWYCK1",SENTINEL\cheswyck m,"","","",MEDIUM,REGISTERED,2017-01-12-173911,"",2017-08-22-145505,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\THECOMMONS2",SENTINEL\the commons m,"","","",MEDIUM,REGISTERED,2017-01-12-175720,"",2017-08-22-145505,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FRANGOS",SENTINEL\frangos,"","","",MEDIUM,REGISTERED,2017-01-06-141901,"",2017-08-22-145503,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FIRSTANDMAIN50",SENTINEL\firstandmains,"","","",MEDIUM,REGISTERED,2017-01-12-174207,"",2017-08-22-145459,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WELLSFARGO",SENTINEL\hirshberg,"","","",MEDIUM,REGISTERED,2017-01-12-175526,"",2017-08-22-145456,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\JADOONANAN",SENTINEL\jadoonanan,"","","",MEDIUM,REGISTERED,2017-03-03-162828,"",2017-08-22-145451,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LINKPLUMCREEK50",SENTINEL\linksatplumcreeks,"","","",MEDIUM,REGISTERED,2017-08-22-141356,"",2017-08-22-145451,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WINDWARDLP14",SENTINEL\Windwardl2,"","","",MEDIUM,REGISTERED,2017-08-22-141243,"",2017-08-22-145447,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BRENTWOOD50",SENTINEL\brentwoods,"","","",MEDIUM,REGISTERED,2017-08-22-141327,"",2017-08-22-145445,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MTNSHADOW50",SENTINEL\Mountainshadowscas,"","","",MEDIUM,REGISTERED,2017-08-22-141500,"",2017-08-22-145444,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\COURTNEY13",SENTINEL\courtneystationl,"","","",MEDIUM,REGISTERED,2017-01-14-193431,"",2017-08-22-145439,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\PAYROLL1",SENTINEL\payroll,"","","",MEDIUM,REGISTERED,2017-01-12-175144,"",2017-08-22-145426,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CHERRYCREEK1",SENTINEL\enclavecherrycreek,"","","",MEDIUM,REGISTERED,2017-08-22-141411,"",2017-08-22-145421,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\PELAEZ-LEONG",SENTINEL\pelaez,"","","",MEDIUM,REGISTERED,2017-04-27-142431,"",2017-08-22-145421,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FOOTHILLS1",SENTINEL\foothills,"","","",MEDIUM,REGISTERED,2017-01-12-174245,"",2017-08-22-145420,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BARTLETT",SENTINEL\bartlett,"","","",MEDIUM,REGISTERED,2017-04-03-132210,"",2017-08-22-145413,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\HEALY",SENTINEL\healy,"","","",MEDIUM,REGISTERED,2017-01-12-174820,"",2017-08-22-145413,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\EGRETSLANDING2",SENTINEL\egrets landing m,"","","",MEDIUM,REGISTERED,2017-01-12-174341,"",2017-08-22-145408,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\COURTNEY1",SENTINEL\courtneystation,"","","",MEDIUM,REGISTERED,2017-01-12-173822,"",2017-08-22-145408,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\KINGSCREST50",SENTINEL\kingscrests,"","","",MEDIUM,REGISTERED,2017-08-22-141330,"",2017-08-22-145407,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ROTH2",SENTINEL\roth,"","","",MEDIUM,REGISTERED,2016-11-22-151606,"",2017-08-22-145404,172.20.8.84,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DELAYNE3",SENTINEL\delaynem,"","","",MEDIUM,REGISTERED,2017-01-12-175609,"",2017-08-22-145403,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\NONAPARK3",SENTINEL\nonapark,"","","",MEDIUM,REGISTERED,2017-01-12-175244,"",2017-08-22-145357,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SYCAMORE13",SENTINEL\sycamore l,"","","",MEDIUM,REGISTERED,2017-01-12-175709,"",2017-08-22-145355,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\RIVERPLACECOMM6 (S-1-5-21-753412686-597961653-1159422225-20741)",SENTINEL\waldrop,"","","",MEDIUM,REGISTERED,2017-01-13-000840,"",2017-08-22-145350,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\ASPREY50",SENTINEL\aspreys,"","","",MEDIUM,REGISTERED,2017-08-22-141403,"",2017-08-22-145349,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORBINGREENS50",SENTINEL\corbingreenss,"","","",MEDIUM,REGISTERED,2017-08-22-141317,"",2017-08-22-145346,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL12 (S-1-5-21-753412686-597961653-1159422225-22694)","","","","",MEDIUM,REGISTERED,2017-01-25-184355,"",2017-08-22-145346,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\RITTENHOUSE1",SENTINEL\rittenhouse m,"","","",MEDIUM,REGISTERED,2017-01-12-175720,"",2017-08-22-145341,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FIRSTANDMAIN14",SENTINEL\firstandmainl2,"","","",MEDIUM,REGISTERED,2017-01-12-174208,"",2017-08-22-145339,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ACADIA3",SENTINEL\acadiaa,"","","",MEDIUM,REGISTERED,2017-01-12-172606,"",2017-08-22-145334,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\KINGSCREST2",SENTINEL\kingscrest a,"","","",MEDIUM,REGISTERED,2017-01-12-174909,"",2017-08-22-145334,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ACADIA1",SENTINEL\acadiam,"","","",MEDIUM,REGISTERED,2017-01-12-173430,"",2017-08-22-145323,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\VALLEYBROOK50",SENTINEL\valleybrooks,"","","",MEDIUM,REGISTERED,2017-08-22-141202,"",2017-08-22-145312,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\COURTNEY50",SENTINEL\courtneystationl2,"","","",MEDIUM,REGISTERED,2017-08-22-141316,"",2017-08-22-145310,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CHESWYCK17",SENTINEL\CHESWYCK L2,"","","",MEDIUM,REGISTERED,2017-06-12-154931,"",2017-08-22-145310,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\MakarovaW7",SENTINEL\makarova,"","","",MEDIUM,REGISTERED,2017-01-12-175144,"",2017-08-22-145305,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ACADIA15",SENTINEL\acadial3,"","","",MEDIUM,REGISTERED,2017-08-22-141354,"",2017-08-22-145304,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ASHTONPARC1",SENTINEL\Ashtonparc m,"","","",MEDIUM,REGISTERED,2017-01-12-173046,"",2017-08-22-145303,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\GRANDVIEW13",SENTINEL\grandviewl,"","","",MEDIUM,REGISTERED,2017-01-12-174211,"",2017-08-22-145256,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CARDINAL",SENTINEL\cardinal,"","","",MEDIUM,REGISTERED,2017-01-11-171417,"",2017-08-22-145250,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DEERWOOD4",SENTINEL\colony at deerwood a,"","","",MEDIUM,REGISTERED,2017-01-17-172957,"",2017-08-22-145242,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\23HUNDRED50",SENTINEL\23hundreds,"","","",MEDIUM,REGISTERED,2017-08-22-141317,"",2017-08-22-145242,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\AVANT50",SENTINEL\avants,"","","",MEDIUM,REGISTERED,2017-08-22-141257,"",2017-08-22-145240,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DISTARIZONA1",SENTINEL\jamieson,"","","",MEDIUM,REGISTERED,2017-08-22-141533,"",2017-08-22-145239,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BONTERRA4",SENTINEL\bonterra a,"","","",MEDIUM,REGISTERED,2017-01-12-173009,"",2017-08-22-145232,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ANTELOPERIDGE50",SENTINEL\doe,"","","",MEDIUM,REGISTERED,2017-08-22-141418,"",2017-08-22-145230,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\AVENELL13",SENTINEL\Avenell,"","","",MEDIUM,REGISTERED,2017-08-22-141211,"",2017-08-22-145230,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\WOODBERRY50",SENTINEL\Woodberrys,"","","",MEDIUM,REGISTERED,2017-08-22-141358,"",2017-08-22-145229,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\VINEYARDS50",SENTINEL\thevineyardss,"","","",MEDIUM,REGISTERED,2017-08-22-141419,"",2017-08-22-145219,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LACOSTA3",SENTINEL\lacosta a,"","","",MEDIUM,REGISTERED,2017-01-12-175024,"",2017-08-22-145218,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CENTREPOINTE2",SENTINEL\centrepointea,"","","",MEDIUM,REGISTERED,2017-08-22-141241,"",2017-08-22-145218,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DELANO50",SENTINEL\delanos,"","","",MEDIUM,REGISTERED,2017-08-22-141401,"",2017-08-22-145217,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\OAKS2",SENTINEL\oaksa,"","","",MEDIUM,REGISTERED,2017-01-13-162504,"",2017-08-22-145216,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DELANO1",SENTINEL\delano m,"","","",MEDIUM,REGISTERED,2017-01-12-175727,"",2017-08-22-145212,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ARBORDUBLIN1",SENTINEL\arbors m,"","","",MEDIUM,REGISTERED,2017-01-12-173021,"",2017-08-22-145211,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\legato",SENTINEL\hall,"","","",MEDIUM,REGISTERED,2017-01-18-163214,"",2017-08-22-145210,"",173.251.20.37,WINDOWS,"default","",Server 2008 R2 x64 SP: 1,1.0.6.161,""
"SENTINEL\EGRETS14",SENTINEL\egretslandingl2,"","","",MEDIUM,REGISTERED,2017-08-22-141405,"",2017-08-22-145209,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\SHANLEY",SENTINEL\sosa,"","","",MEDIUM,REGISTERED,2017-01-12-175520,"",2017-08-22-145207,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\PARKDELMAR3",SENTINEL\park del mar a,"","","",MEDIUM,REGISTERED,2017-01-12-175307,"",2017-08-22-145158,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\KASS",SENTINEL\kass,"","","",MEDIUM,REGISTERED,2016-12-16-200927,"",2017-08-22-145151,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"T540p-R90HKLSA",user,"","","",MEDIUM,REGISTERED,2016-11-02-182941,"",2017-08-22-145150,192.168.4.221,50.74.185.3,WINDOWS,"default","",Windows 10 x64,1.0.6.161,""
"SENTINEL\QUALITYHILL13",SENTINEL\qualityhilll,"","","",MEDIUM,REGISTERED,2017-01-12-212150,"",2017-08-22-145147,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\STC1",SENTINEL\acadiam,"","","",MEDIUM,REGISTERED,2017-08-22-141358,"",2017-08-22-145145,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"hallockimac2017.sentinelcorp.com",admins-imac.sentinelcorp.com,"","","",MEDIUM,REGISTERED,2017-05-18-142723,"",2017-08-22-145139,172.17.8.30,173.251.20.37,MAC,"New_Sensors","",MAC OS X 10.12.5,1.2.2.11,""
"SENTINEL\CORNERSTONE1",SENTINEL\cornerstone m,"","","",MEDIUM,REGISTERED,2017-01-12-173930,"",2017-08-22-145138,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CENTREPOINTE13",SENTINEL\centrepointel,"","","",MEDIUM,REGISTERED,2017-08-22-141240,"",2017-08-22-145137,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FAIRWAYS3",SENTINEL\fairwaysa,"","","",MEDIUM,REGISTERED,2017-01-12-174208,"",2017-08-22-145136,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\NonaPark2",SENTINEL\nonaparka,"","","",MEDIUM,REGISTERED,2017-01-12-175300,"",2017-08-22-145132,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LANTERNWOODS2",SENTINEL\lanternwoodsa,"","","",MEDIUM,REGISTERED,2017-08-22-141813,"",2017-08-22-145131,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ADDISONPARK14",SENTINEL\addisonparkl2,"","","",MEDIUM,REGISTERED,2017-08-22-141257,"",2017-08-22-145126,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ConnBrk1",SENTINEL\nimdals,"","","",MEDIUM,REGISTERED,2017-01-18-155126,"",2017-08-22-145115,"",173.251.20.37,WINDOWS,"default","",Server 2008 R2 x64 SP: 1,1.0.6.161,""
"SENTINEL\DISTINDIAN2",SENTINEL\graber,"","","",MEDIUM,REGISTERED,2017-08-22-141440,"",2017-08-22-145110,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ARROWHEAD15",SENTINEL\arrowheadl2,"","","",MEDIUM,REGISTERED,2017-08-22-141415,"",2017-08-22-145110,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\AGIMUDIE",SENTINEL\agimudie,"","","",MEDIUM,REGISTERED,2017-03-27-142854,"",2017-08-22-145107,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CORDILLERA50",SENTINEL\cordilleras,"","","",MEDIUM,REGISTERED,2017-08-22-141228,"",2017-08-22-145101,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\ZAGREDA",SENTINEL\zagreda,"","","",MEDIUM,REGISTERED,2017-04-13-160234,"",2017-08-22-145100,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CARRINGTON1",SENTINEL\carrington,"","","",MEDIUM,REGISTERED,2017-01-12-173839,"",2017-08-22-145053,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\BILASZ",SENTINEL\bilasz,"","","",MEDIUM,REGISTERED,2017-01-09-180658,"",2017-08-22-145053,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\DYNPOOL17 (S-1-5-21-753412686-597961653-1159422225-22708)","","","","",MEDIUM,REGISTERED,2017-01-25-184353,"",2017-08-22-145052,"",173.251.20.37,WINDOWS,"default","",Windows 7 x86 SP: 1,1.0.6.161,""
"SENTINEL\LUCERNE2",SENTINEL\lucerne a,"","","",MEDIUM,REGISTERED,2017-01-12-174929,"",2017-08-22-145051,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LOFTSLAKEVIEW2",SENTINEL\lofts at lakeview a,"","","",MEDIUM,REGISTERED,2017-01-12-175332,"",2017-08-22-145048,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\FELLNER",SENTINEL\fellner,"","","",MEDIUM,REGISTERED,2017-05-01-141043,"",2017-08-22-145044,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\LUCERNE13",SENTINEL\lucerne l,"","","",MEDIUM,REGISTERED,2017-01-12-174927,"",2017-08-22-145039,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CITYPLACE50",SENTINEL\CityplaceS,"","","",MEDIUM,REGISTERED,2017-08-22-141336,"",2017-08-22-145039,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\HAMPGREEN1",SENTINEL\Hampshire M,"","","",MEDIUM,REGISTERED,2017-01-12-175830,"",2017-08-22-145034,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\CHANDRAPAUL",SENTINEL\chandrapaul,"","","",MEDIUM,REGISTERED,2016-11-02-193015,"",2017-08-22-145034,127.0.0.1,173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
"SENTINEL\PARKDELMAR50",SENTINEL\parkdelmars,"","","",MEDIUM,REGISTERED,2017-08-22-141414,"",2017-08-22-145030,"",173.251.20.37,WINDOWS,"default","",Windows 7 x64 SP: 1,1.0.6.161,""
